user_id,session_id,self_reported_mood,activity_type,timestamp_start,timestamp_end
joseph,193,neutral,relax,2021-08-29 02:50:00+00:00,2021-08-29 02:50:00+00:00
joseph,194,neutral,commute,2021-08-29 21:41:05+00:00,2021-08-29 21:41:05+00:00
joseph,195,neutral,commute,2021-08-29 22:35:46+00:00,2021-08-29 23:37:19+00:00
joseph,196,neutral,relax,2021-08-30 05:28:16+00:00,2021-08-30 05:30:52+00:00
joseph,197,neutral,study,2021-08-30 14:22:28+00:00,2021-08-30 14:43:58+00:00
joseph,198,neutral,study,2021-08-30 16:33:05+00:00,2021-08-30 16:41:39+00:00
joseph,199,sad,commute,2021-08-30 18:36:13+00:00,2021-08-30 20:10:35+00:00
joseph,200,happy,commute,2021-08-30 22:41:36+00:00,2021-08-31 01:02:14+00:00
joseph,201,neutral,relax,2021-08-31 04:38:57+00:00,2021-08-31 05:26:20+00:00
joseph,202,neutral,commute,2021-08-31 19:24:28+00:00,2021-08-31 20:11:39+00:00
joseph,203,neutral,commute,2021-08-31 21:44:43+00:00,2021-08-31 22:04:30+00:00
joseph,204,neutral,relax,2021-09-01 01:13:49+00:00,2021-09-01 01:31:55+00:00
joseph,205,neutral,relax,2021-09-01 02:19:43+00:00,2021-09-01 03:14:22+00:00
joseph,206,neutral,study,2021-09-01 14:22:04+00:00,2021-09-01 14:51:12+00:00
joseph,207,neutral,commute,2021-09-01 18:54:13+00:00,2021-09-01 19:35:21+00:00
joseph,208,neutral,commute,2021-09-01 20:06:21+00:00,2021-09-01 21:11:08+00:00
joseph,209,neutral,relax,2021-09-01 22:09:33+00:00,2021-09-01 22:09:33+00:00
joseph,210,neutral,relax,2021-09-01 23:14:28+00:00,2021-09-02 00:51:50+00:00
joseph,211,neutral,relax,2021-09-02 18:48:46+00:00,2021-09-02 18:48:46+00:00
joseph,212,happy,commute,2021-09-02 19:27:55+00:00,2021-09-02 20:13:07+00:00
joseph,213,neutral,relax,2021-09-03 01:09:48+00:00,2021-09-03 01:13:06+00:00
joseph,214,neutral,relax,2021-09-03 01:54:21+00:00,2021-09-03 02:34:53+00:00
joseph,215,neutral,relax,2021-09-03 04:12:43+00:00,2021-09-03 05:13:24+00:00
joseph,216,neutral,study,2021-09-03 16:18:04+00:00,2021-09-03 19:41:48+00:00
joseph,217,neutral,commute,2021-09-03 21:19:17+00:00,2021-09-03 22:49:19+00:00
joseph,218,sad,relax,2021-09-04 01:38:17+00:00,2021-09-04 01:38:22+00:00
joseph,219,neutral,relax,2021-09-04 04:16:40+00:00,2021-09-04 06:17:28+00:00
joseph,220,neutral,commute,2021-09-04 18:49:48+00:00,2021-09-04 18:53:49+00:00
joseph,221,neutral,relax,2021-09-05 00:45:20+00:00,2021-09-05 00:51:07+00:00
joseph,222,neutral,relax,2021-09-05 01:34:12+00:00,2021-09-05 02:43:45+00:00
joseph,223,neutral,relax,2021-09-05 03:37:04+00:00,2021-09-05 04:25:53+00:00
joseph,224,neutral,commute,2021-09-05 08:39:52+00:00,2021-09-05 09:02:13+00:00
joseph,225,neutral,study,2021-09-05 14:55:36+00:00,2021-09-05 15:04:05+00:00
joseph,226,neutral,study,2021-09-05 16:00:30+00:00,2021-09-05 16:06:44+00:00
joseph,227,neutral,commute,2021-09-05 19:47:07+00:00,2021-09-05 19:54:05+00:00
joseph,228,neutral,relax,2021-09-06 00:10:09+00:00,2021-09-06 02:29:21+00:00
joseph,229,neutral,commute,2021-09-06 18:01:11+00:00,2021-09-06 19:53:19+00:00
joseph,230,neutral,relax,2021-09-06 20:31:40+00:00,2021-09-06 21:08:18+00:00
joseph,231,neutral,relax,2021-09-06 23:56:05+00:00,2021-09-07 00:52:31+00:00
joseph,232,neutral,relax,2021-09-07 04:02:41+00:00,2021-09-07 04:23:53+00:00
joseph,233,chill,study,2021-09-07 05:04:21+00:00,2021-09-07 06:39:28+00:00
joseph,234,neutral,study,2021-09-07 15:53:36+00:00,2021-09-07 15:53:36+00:00
joseph,235,neutral,commute,2021-09-07 19:40:27+00:00,2021-09-07 20:11:54+00:00
joseph,236,neutral,commute,2021-09-07 21:47:10+00:00,2021-09-07 22:00:08+00:00
joseph,237,neutral,relax,2021-09-08 00:51:45+00:00,2021-09-08 01:10:37+00:00
joseph,238,neutral,relax,2021-09-08 03:19:04+00:00,2021-09-08 03:25:07+00:00
joseph,239,neutral,study,2021-09-08 14:44:19+00:00,2021-09-08 15:00:02+00:00
joseph,240,neutral,commute,2021-09-08 18:48:22+00:00,2021-09-08 18:59:06+00:00
joseph,241,neutral,commute,2021-09-08 20:55:36+00:00,2021-09-08 22:03:52+00:00
joseph,242,neutral,relax,2021-09-09 04:32:42+00:00,2021-09-09 05:05:30+00:00
joseph,243,neutral,relax,2021-09-09 05:37:30+00:00,2021-09-09 06:14:21+00:00
joseph,244,neutral,study,2021-09-09 15:55:06+00:00,2021-09-09 17:45:32+00:00
joseph,245,neutral,relax,2021-09-09 18:29:27+00:00,2021-09-09 18:29:27+00:00
joseph,246,neutral,commute,2021-09-09 19:33:21+00:00,2021-09-09 20:02:53+00:00
joseph,247,neutral,commute,2021-09-09 21:45:03+00:00,2021-09-09 22:04:01+00:00
joseph,248,neutral,relax,2021-09-10 01:20:38+00:00,2021-09-10 01:30:42+00:00
joseph,249,neutral,relax,2021-09-10 03:56:07+00:00,2021-09-10 04:09:09+00:00
joseph,250,neutral,study,2021-09-10 17:17:29+00:00,2021-09-10 17:19:55+00:00
joseph,251,neutral,commute,2021-09-10 19:11:43+00:00,2021-09-10 19:39:12+00:00
joseph,252,neutral,commute,2021-09-10 21:23:32+00:00,2021-09-10 21:45:30+00:00
joseph,253,happy,relax,2021-09-11 05:27:35+00:00,2021-09-11 06:06:55+00:00
joseph,254,neutral,study,2021-09-11 15:51:02+00:00,2021-09-11 16:26:52+00:00
joseph,255,neutral,commute,2021-09-11 19:09:22+00:00,2021-09-11 19:38:42+00:00
joseph,256,neutral,relax,2021-09-11 20:19:38+00:00,2021-09-11 20:19:38+00:00
joseph,257,happy,commute,2021-09-11 22:16:58+00:00,2021-09-11 23:48:32+00:00
joseph,258,neutral,relax,2021-09-12 05:52:10+00:00,2021-09-12 05:57:01+00:00
joseph,259,neutral,study,2021-09-12 16:06:58+00:00,2021-09-12 16:17:01+00:00
joseph,260,neutral,commute,2021-09-12 22:06:33+00:00,2021-09-12 22:06:33+00:00
joseph,261,neutral,commute,2021-09-12 23:48:41+00:00,2021-09-12 23:53:01+00:00
joseph,262,neutral,relax,2021-09-13 05:52:13+00:00,2021-09-13 05:55:14+00:00
joseph,263,neutral,commute,2021-09-13 07:43:15+00:00,2021-09-13 07:43:15+00:00
joseph,264,neutral,study,2021-09-13 14:28:31+00:00,2021-09-13 14:56:53+00:00
joseph,265,neutral,commute,2021-09-13 18:56:08+00:00,2021-09-13 18:56:08+00:00
joseph,266,neutral,commute,2021-09-13 19:36:11+00:00,2021-09-13 19:43:10+00:00
joseph,267,neutral,commute,2021-09-13 21:23:50+00:00,2021-09-13 21:41:21+00:00
joseph,268,neutral,relax,2021-09-13 23:18:01+00:00,2021-09-14 00:09:01+00:00
joseph,269,neutral,study,2021-09-14 03:14:38+00:00,2021-09-14 08:42:20+00:00
joseph,270,chill,study,2021-09-14 15:32:13+00:00,2021-09-14 15:37:58+00:00
joseph,271,neutral,commute,2021-09-14 19:11:13+00:00,2021-09-14 20:13:32+00:00
joseph,272,neutral,commute,2021-09-14 21:45:27+00:00,2021-09-14 21:56:32+00:00
joseph,273,neutral,relax,2021-09-15 01:32:35+00:00,2021-09-15 01:49:57+00:00
joseph,274,neutral,study,2021-09-15 05:59:12+00:00,2021-09-15 06:33:44+00:00
joseph,275,neutral,study,2021-09-15 07:12:59+00:00,2021-09-15 07:21:21+00:00
joseph,276,neutral,study,2021-09-15 14:27:29+00:00,2021-09-15 15:00:54+00:00
joseph,277,neutral,commute,2021-09-15 18:52:18+00:00,2021-09-15 18:58:18+00:00
joseph,278,neutral,commute,2021-09-15 21:23:54+00:00,2021-09-15 22:14:22+00:00
joseph,279,neutral,relax,2021-09-16 00:59:09+00:00,2021-09-16 01:14:55+00:00
joseph,280,neutral,relax,2021-09-16 03:09:14+00:00,2021-09-16 03:22:52+00:00
joseph,281,neutral,relax,2021-09-16 04:33:50+00:00,2021-09-16 05:08:01+00:00
joseph,282,neutral,commute,2021-09-16 08:24:26+00:00,2021-09-16 10:56:35+00:00
joseph,283,neutral,commute,2021-09-16 18:11:52+00:00,2021-09-16 18:20:31+00:00
joseph,284,neutral,relax,2021-09-22 23:56:11+00:00,2021-09-23 05:05:37+00:00
joseph,285,neutral,study,2021-09-23 14:10:45+00:00,2021-09-23 15:19:04+00:00
joseph,286,neutral,study,2021-09-23 15:49:21+00:00,2021-09-23 15:54:40+00:00
joseph,287,neutral,relax,2021-09-24 01:39:57+00:00,2021-09-24 02:56:06+00:00
joseph,288,neutral,relax,2021-09-24 03:42:10+00:00,2021-09-24 03:50:15+00:00
joseph,289,neutral,study,2021-09-24 13:41:10+00:00,2021-09-24 16:09:45+00:00
joseph,290,neutral,commute,2021-09-24 22:11:03+00:00,2021-09-24 22:46:13+00:00
joseph,291,neutral,commute,2021-09-25 08:17:16+00:00,2021-09-25 08:17:16+00:00
joseph,292,neutral,study,2021-09-25 16:08:19+00:00,2021-09-25 16:21:06+00:00
joseph,293,neutral,commute,2021-09-25 19:26:08+00:00,2021-09-25 19:52:19+00:00
joseph,294,happy,relax,2021-09-25 20:50:03+00:00,2021-09-26 02:13:53+00:00
joseph,295,happy,relax,2021-09-26 05:23:33+00:00,2021-09-26 06:13:26+00:00
joseph,296,happy,study,2021-09-26 14:50:38+00:00,2021-09-26 15:00:46+00:00
joseph,297,neutral,study,2021-09-26 16:15:31+00:00,2021-09-26 16:34:27+00:00
joseph,298,neutral,commute,2021-09-26 17:29:08+00:00,2021-09-26 18:34:45+00:00
